31.0,0.0,22646.0,6022.7699999999995
305.0,0.0,22646.0,12368.579999999998
182.0,0.0,21915.0,545.76
60.0,0.0,23011.0,124508.40999999997
244.0,0.0,22646.0,21885.65
213.0,0.0,22646.0,-4723.900000000001
335.0,0.0,22646.0,739615.4299999999
182.0,0.0,22281.0,321.2
305.0,0.0,21915.0,24.0
244.0,0.0,22281.0,2642.33
0.0,0.0,22646.0,8.558775784E7
31.0,0.0,23011.0,796702.4
274.0,0.0,22281.0,6105.87
0.0,0.0,22281.0,252538.27000000002
213.0,0.0,23011.0,329168.7100000001
152.0,0.0,22281.0,-518.52
91.0,0.0,23011.0,7329250.33
182.0,0.0,22646.0,256917.22999999998
0.0,0.0,21915.0,2088.48
152.0,0.0,22646.0,75848.27
305.0,0.0,22281.0,6638.3
152.0,0.0,23011.0,1.9146933772000003E8
121.0,0.0,23011.0,413421.92
244.0,0.0,23011.0,1.8881318700000003E8
60.0,0.0,22281.0,-23.0
121.0,0.0,22646.0,36508.78000000001
60.0,0.0,21915.0,0.0
121.0,0.0,21915.0,1189.04
274.0,0.0,22646.0,64840.72
60.0,0.0,22646.0,9018.33
152.0,0.0,21915.0,-10196.16
0.0,0.0,23011.0,9436924.179999998
213.0,0.0,22281.0,-6827.71
91.0,0.0,21915.0,10495.44
335.0,0.0,22281.0,1323022.1700000002
335.0,0.0,21915.0,360.0
91.0,0.0,22646.0,25353.200000000004
182.0,0.0,23011.0,768093.6
152.0,1.0,22281.0,2996693.8799999994
60.0,1.0,23011.0,3.9452957920999736E8
213.0,1.0,23011.0,5.140475789430089E9
60.0,1.0,22646.0,1.0803915230000006E7
305.0,1.0,21915.0,211514.87000000008
60.0,1.0,22281.0,924964.9799999999
213.0,1.0,22646.0,1.8654557700000014E7
274.0,1.0,21915.0,330492.4
121.0,1.0,23011.0,3.211001480110078E9
121.0,1.0,22281.0,2131472.3700000006
121.0,1.0,21915.0,275119.31000000023
244.0,1.0,23011.0,3.9288432458497796E9
244.0,1.0,22646.0,2.6711796900000017E7
274.0,1.0,22281.0,4867884.63
244.0,1.0,22281.0,5306940.110000001
0.0,1.0,22281.0,1317801.9000000001
213.0,1.0,22281.0,4280632.22
244.0,1.0,21915.0,165303.7699999999
274.0,1.0,22646.0,3.3723160190000005E7
60.0,1.0,21915.0,407068.0699999999
305.0,1.0,22281.0,4830880.509999998
152.0,1.0,21915.0,297721.3800000001
213.0,1.0,21915.0,66901.84000000001
305.0,1.0,22646.0,4.020416024000003E7
91.0,1.0,23011.0,8.910098633900014E8
91.0,1.0,22646.0,9931635.609999998
0.0,1.0,21915.0,59420.01999999999
121.0,1.0,22646.0,1.078791754E7
91.0,1.0,22281.0,1428064.530000001
182.0,1.0,23011.0,6.485270051099899E9
335.0,1.0,21915.0,212760.69
182.0,1.0,22646.0,1.8386714860000007E7
182.0,1.0,22281.0,4029396.7299999995
182.0,1.0,21915.0,191040.69000000003
31.0,1.0,23011.0,1.1574225892999977E8
0.0,1.0,22646.0,4.1224904240000024E7
31.0,1.0,22646.0,7306058.159999997
91.0,1.0,21915.0,31716.50999999997
152.0,1.0,22646.0,1.6783761229999997E7
335.0,1.0,22646.0,6.876781159899986E8
0.0,1.0,23011.0,1.1904493234999992E8
152.0,1.0,23011.0,7.517924110449769E9
31.0,1.0,22281.0,294702.57999999996
31.0,1.0,21915.0,428757.74
335.0,1.0,22281.0,2838251.0499999984
335.0,2.0,22281.0,5900599.229999999
335.0,2.0,21915.0,68737.25
60.0,2.0,21915.0,23511.08
305.0,2.0,22646.0,4.1733865580000035E7
305.0,2.0,22281.0,5617410.459999998
305.0,2.0,21915.0,129039.93999999997
121.0,2.0,23011.0,3.658332527700164E9
121.0,2.0,22646.0,1.221263663E7
274.0,2.0,21915.0,94113.27999999997
121.0,2.0,22281.0,2149896.3200000008
121.0,2.0,21915.0,44903.27000000002
244.0,2.0,23011.0,4.571955658639607E9
244.0,2.0,22646.0,2.9100361670000028E7
244.0,2.0,22281.0,5813763.109999999
244.0,2.0,21915.0,44139.75000000001
0.0,2.0,23011.0,1.2342861323000033E8
213.0,2.0,23011.0,5.750259435760177E9
213.0,2.0,22646.0,1.939476750000002E7
91.0,2.0,23011.0,9.604092981600019E8
213.0,2.0,22281.0,4654982.069999998
213.0,2.0,21915.0,46196.50000000004
91.0,2.0,22646.0,9707888.539999995
31.0,2.0,23011.0,1.590487095399998E8
0.0,2.0,22646.0,1.554476048E7
274.0,2.0,22281.0,5745618.140000001
274.0,2.0,22646.0,3.417038295000003E7
91.0,2.0,22281.0,1692289.5699999996
91.0,2.0,21915.0,43557.090000000004
31.0,2.0,22646.0,7210054.499999999
182.0,2.0,23011.0,7.194105886599856E9
31.0,2.0,22281.0,107515.18999999994
0.0,2.0,22281.0,281138.26999999984
182.0,2.0,22646.0,1.7866208980000008E7
182.0,2.0,22281.0,4700161.210000001
182.0,2.0,21915.0,46551.90000000001
31.0,2.0,21915.0,108655.25
0.0,2.0,21915.0,11212.000000000002
152.0,2.0,23011.0,8.391493881849736E9
60.0,2.0,23011.0,4.555172293899961E8
152.0,2.0,22646.0,1.5659118200000007E7
152.0,2.0,22281.0,3373543.880000001
60.0,2.0,22646.0,9762015.84999999
152.0,2.0,21915.0,26851.950000000004
335.0,2.0,22646.0,5.251214471000007E7
60.0,2.0,22281.0,361742.2500000002
